  25000.      0.22478E-06   0.0000       1.0000       0.0000     
  24950.      0.85032E-03   0.0000       1.0000       0.0000     
  24900.      0.60135E-02   0.0000       1.0000       0.0000     
  24850.      0.89161E-02   0.0000       1.0000       0.0000     
  24800.      0.96796E-02   0.0000       1.0000       0.0000     
  24750.      0.18969E-02   0.0000       1.0000       0.0000     
  24700.      0.51498E-02   0.0000       1.0000       0.0000     
  24650.      0.39801E-02   0.0000       1.0000       0.0000     
  24600.      0.26291E-02   0.0000       1.0000       0.0000     
  24550.      0.74351E-02   0.0000       1.0000       0.0000     
  24500.      0.89548E-03   0.0000       1.0000       0.0000     
  24450.      0.56039E-02   0.0000       1.0000       0.0000     
  24400.      0.58223E-02   0.0000       1.0000       0.0000     
  24350.      0.80957E-02   0.0000       1.0000       0.0000     
  24300.      0.59192E-02   0.0000       1.0000       0.0000     
  24250.      0.51171E-02   0.0000       1.0000       0.0000     
  24200.      0.87663E-02   0.0000       1.0000       0.0000     
  24150.      0.99508E-02   0.0000       1.0000       0.0000     
  24100.      0.72621E-02   0.0000       1.0000       0.0000     
  24050.      0.96661E-02   0.0000       1.0000       0.0000     
  24000.      0.29710E-02   0.0000       1.0000       0.0000     
  23950.      0.42605E-02   0.0000       1.0000       0.0000     
  23900.      0.89950E-02   0.0000       1.0000       0.0000     
  23850.      0.65300E-02   0.0000       1.0000       0.0000     
  23800.      0.90153E-02   0.0000       1.0000       0.0000     
  23750.      0.96153E-02   0.0000       1.0000       0.0000     
  23700.      0.16471E-02   0.0000       1.0000       0.0000     
  23650.      0.85799E-02   0.0000       1.0000       0.0000     
  23600.      0.90684E-02   0.0000       1.0000       0.0000     
  23550.      0.29403E-02   0.0000       1.0000       0.0000     
  23500.      0.93624E-02   0.0000       1.0000       0.0000     
  23450.      0.41464E-02   0.0000       1.0000       0.0000     
  23400.      0.30846E-02   0.0000       1.0000       0.0000     
  23350.      0.51489E-02   0.0000       1.0000       0.0000     
  23300.      0.39543E-02   0.0000       1.0000       0.0000     
  23250.      0.78978E-02   0.0000       1.0000       0.0000     
  23200.      0.68914E-02   0.0000       1.0000       0.0000     
  23150.      0.54427E-02   0.0000       1.0000       0.0000     
  23100.      0.59241E-02   0.0000       1.0000       0.0000     
  23050.      0.93630E-03   0.0000       1.0000       0.0000     
  23000.      0.60948E-02   0.0000       1.0000       0.0000     
  22950.      0.43226E-02   0.0000       1.0000       0.0000     
  22900.      0.59955E-02   0.0000       1.0000       0.0000     
  22850.      0.84493E-02   0.0000       1.0000       0.0000     
  22800.      0.49238E-02   0.0000       1.0000       0.0000     
  22750.      0.77285E-02   0.0000       1.0000       0.0000     
  22700.      0.71662E-03   0.0000       1.0000       0.0000     
