 5.0000000000006585E+003 1443
 0.000000E+000, 4.766700E-003, 0.000000E+000, 0.000000E+000, 1.000000E+000, 1.000000E+000, 0.000000E+000,1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 0.0000000E+000
 5.000000E+001, 8.669700E-003, 0.000000E+000, 0.000000E+000, 1.000000E+000, 1.876138E-004, 0.000000E+000,1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002, 0.0000000E+000, 8.0034000E-005, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 8.0034000E-005
 1.000000E+002, 8.571000E-003, 0.000000E+000, 0.000000E+000, 1.000000E+000, 1.975203E-005, 0.000000E+000,1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002, 0.0000000E+000, 8.4260000E-006, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 8.4260000E-006
 1.500000E+002, 8.051000E-003, 0.000000E+000, 0.000000E+000, 1.000000E+000, 1.101608E-001, 0.000000E+000,1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002, 0.0000000E+000, 4.6993402E-002, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 4.6993402E-002
 2.015951E+002,-2.454138E+000, 0.000000E+000, 6.699542E+000, 1.000000E+000, 2.670522E-001, 3.356753E-002,1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002, 6.7135052E-003, 3.7645487E-002, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 5.3609240E-002
 2.586874E+002,-7.531506E+000, 0.000000E+000, 3.670021E+001, 1.000000E+000, 1.661209E-001, 7.415657E-002,-1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002, 1.4831314E-002,-5.9356013E-003, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 1.1085903E-002
 3.218819E+002,-1.270206E+001, 0.000000E+000, 2.933927E+001, 1.000000E+000,-2.918259E-002, 7.427300E-002,-1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002, 1.4854600E-002,-3.8057381E-002, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001,-3.5518383E-002
 3.862083E+002,-1.483318E+001, 0.000000E+000, 2.164878E+001, 1.000000E+000,-1.640134E-001, 2.852277E-002,-1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002, 5.7045549E-003,-4.3176833E-002, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001,-4.6937146E-002
 4.470428E+002,-1.356055E+001, 0.000000E+000, 1.419769E+001, 1.000000E+000, 2.124780E-001,-2.613297E-002,-1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002,-5.2265939E-003,-3.2321258E-002, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001,-3.5557177E-002
 5.040834E+002,-1.018632E+001, 0.000000E+000, 1.018444E+001, 1.000000E+000, 1.988108E-001,-6.408785E-002,-1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002,-1.2817570E-002,-1.7234319E-002, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001,-2.1417164E-002
 5.591579E+002,-5.853458E+000, 0.000000E+000, 2.661915E+000, 1.000000E+000, 1.390057E-001,-7.972788E-002,-1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002,-1.5945576E-002,-3.9916006E-003, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001,-9.4817361E-003
 6.138822E+002,-1.303083E+000, 0.000000E+000, 4.629278E+001, 1.000000E+000, 5.276593E-002,-7.594460E-002,1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002,-1.5188920E-002, 6.2678719E-003, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 1.0095325E-003
 6.691810E+002, 2.912144E+000, 0.000000E+000, 4.561504E+001, 1.000000E+000,-3.582865E-002,-5.806654E-002,1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002,-1.1613308E-002, 1.4726229E-002, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 1.0497567E-002
 7.255097E+002, 6.274653E+000, 0.000000E+000, 4.711913E+001, 1.000000E+000,-1.062086E-001,-3.171998E-002,1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002,-6.3439957E-003, 2.2083275E-002, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 1.8729773E-002
 7.832070E+002, 8.261351E+000, 0.000000E+000, 1.870888E+000, 1.000000E+000,-1.476606E-001,-2.317008E-003,1, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0000000E-002,-4.6340156E-004, 2.7906387E-002, 0.0000000E+000, 0.0000000E+000, 5.0000000E+001, 2.5368235E-002
